order_id,order_date,customer_id,product_id,quantity,unit_price,currency,source_system
100310,January 02 2024,,P99999,-1,"769 43,82",EUR,SRC_218
100311,August 03 2022,,P99999,-1,"339 83,51",USD,SRC_70
100312,March 19 2023,C005043,P01034,2,"398 16,06",PLN,SRC_108
100313,23-08-2023,C006648,P00937,-1,"340 91,07",USD,SRC_72
100314,November 17 2024,C006871,P99999,4,"919 21,47",USD,SRC_62
100315,2022-11-26,,P00798,2,null,EUR,SRC_11
100316,23-03-2024,,P99999,-1,"578 85,44",EUR,SRC_65
100317,2023-06-26,,P00055,2,1026,USD,SRC_9
100318,2023-09-02,C006748,P00501,-1,"265 89,59",USD,SRC_97
100319,26-08-2024,,P00835,-1,null,PLN,SRC_70
100320,31/12/2022,,P99999,2,"1422 05,58",PLN,SRC_37
100321,2024.08.13,,P00680,-1,"620 21,69",PLN,SRC_125
100322,2024/03/13,,P99999,2,"261 13,08",USD,SRC_90
100323,2022/12/19,C009511,P00425,3,1031,PLN,SRC_70
100324,10-08-2023,,P01337,-1,1268,USD,SRC_65
100325,2024-04-19,C004566,P01460,4,770,USD,SRC_80
100326,September 23 2022,C009593,P99999,1,"267 38,85",USD,SRC_99
100327,2022.03.13,,P00778,1,null,EUR,SRC_68
100328,2023-08-25,,P99999,-1,null,EUR,SRC_118
100329,2022.03.09,C000173,P99999,2,581,USD,SRC_69
100330,October 29 2023,,P99999,1,848,EUR,SRC_188
100331,27/04/2023,,P99999,5,1061,PLN,SRC_47
100332,13-12-2023,C011655,P99999,2,"850 76,37",PLN,SRC_226
100333,2022.10.18,,P00526,-1,197,EUR,SRC_96
100334,19/09/2024,,P99999,5,null,USD,SRC_56
100335,2023/04/27,C004630,P01052,-1,"1067 27,50",EUR,SRC_214
100336,January 09 2023,,P99999,5,1225,EUR,SRC_86
100337,2023-05-04,C000413,P00381,-1,1437,USD,SRC_209
100338,2022.02.02,C007706,P01267,5,198,PLN,SRC_175
100339,17/08/2022,,P00920,4,null,EUR,SRC_186
100340,27-10-2024,,P99999,-1,"873 94,16",USD,SRC_187
100341,May 20 2023,,P01046,-1,null,PLN,SRC_201
100342,09-12-2023,C008230,P99999,1,null,USD,SRC_144
100343,2022.05.08,,P00425,4,638,PLN,SRC_48
100344,2024.09.18,,P99999,4,null,EUR,SRC_46
100345,15/01/2023,,P00713,-1,null,USD,SRC_49
100346,16-01-2023,,P00740,-1,160,PLN,SRC_140
100347,28/03/2024,,P00665,2,"1210 54,54",USD,SRC_244
100348,November 30 2023,C005303,P99999,-1,null,PLN,SRC_55
100349,2022/10/03,,P00317,5,1120,EUR,SRC_85
100350,2024-01-18,C006730,P99999,-1,1348,EUR,SRC_159
100351,04-06-2022,,P99999,4,794,EUR,SRC_147
100352,2023/12/13,,P99999,-1,337,USD,SRC_27
100353,06/05/2024,C007042,P99999,-1,"576 90,34",PLN,SRC_26
100354,2023/01/16,C004940,P01322,-1,null,USD,SRC_148
100355,27/02/2022,,P00417,-1,null,EUR,SRC_139
100356,2023/04/30,,P00030,2,631,PLN,SRC_189
100357,2023-10-23,,P99999,-1,"481 08,89",USD,SRC_173
100358,May 13 2022,C003772,P99999,4,"1456 45,33",USD,SRC_163
100359,02/11/2024,,P99999,4,86,USD,SRC_35
100360,2023.06.06,,P00085,-1,null,EUR,SRC_147
100361,24-07-2022,,P01053,4,"776 37,76",PLN,SRC_236
100362,2023.09.12,,P99999,1,"464 66,55",EUR,SRC_120
100363,August 19 2023,,P99999,-1,null,PLN,SRC_124
100364,May 01 2023,C007694,P99999,-1,"28 53,77",PLN,SRC_45
100365,August 10 2022,,P00619,-1,"307 76,54",PLN,SRC_70
100366,02-07-2022,C007045,P01255,1,null,EUR,SRC_81
100367,2024/02/28,,P00529,1,"1327 46,44",EUR,SRC_250
100368,2023.11.17,,P00800,4,null,EUR,SRC_13
100369,10-04-2023,C007635,P99999,-1,null,PLN,SRC_149
100370,2023-08-26,C004227,P00728,-1,null,PLN,SRC_56
100371,2024.11.09,,P00328,2,1289,EUR,SRC_132
100372,2023.03.19,,P99999,5,974,PLN,SRC_132
100373,12-01-2024,,P01346,-1,"1479 82,89",EUR,SRC_178
100374,13/04/2024,,P99999,1,"965 14,55",USD,SRC_88
100375,2023.11.13,,P99999,-1,1280,USD,SRC_200
100376,21-09-2022,,P00845,-1,703,USD,SRC_161
100377,2023-07-21,,P99999,2,263,PLN,SRC_234
100378,2022.05.26,,P01479,-1,"967 49,18",USD,SRC_245
100379,January 09 2024,C004287,P00633,3,null,EUR,SRC_238
100380,10/02/2022,,P99999,4,null,USD,SRC_126
100381,2023-10-19,,P00000,-1,67,PLN,SRC_212
100382,2023.04.13,C006686,P00742,3,"1478 94,08",USD,SRC_40
100383,07/11/2022,,P99999,1,null,USD,SRC_92
100384,2022-04-02,,P99999,4,1470,EUR,SRC_83
100385,17/09/2022,,P00384,-1,619,EUR,SRC_238
100386,2023.08.03,,P00474,2,null,EUR,SRC_88
100387,16-05-2022,C000688,P99999,5,"128 71,17",PLN,SRC_11
100388,August 29 2022,,P99999,3,"432 46,81",EUR,SRC_238
100389,September 01 2022,,P01280,-1,null,USD,SRC_11
100390,2024-07-18,,P00311,5,54,USD,SRC_49
100391,04/12/2022,,P99999,5,null,PLN,SRC_40
100392,28-04-2023,C009127,P99999,1,1265,PLN,SRC_201
100393,January 03 2024,,P01350,1,null,PLN,SRC_134
100394,11/03/2024,,P99999,-1,null,USD,SRC_68
100395,2022-10-22,C003694,P99999,5,"555 41,01",USD,SRC_165
100396,2022/02/18,,P99999,4,null,EUR,SRC_61
100397,2022-07-03,,P00984,2,806,PLN,SRC_243
100398,29-08-2023,C010974,P99999,-1,null,PLN,SRC_61
100399,12-01-2024,,P00678,1,null,USD,SRC_237
100400,2024/01/16,,P99999,4,136,PLN,SRC_205
100401,2024-08-12,,P00275,-1,"954 42,78",PLN,SRC_89
100402,2023/05/30,,P01084,5,null,EUR,SRC_28
100403,17/04/2022,,P00268,1,1239,EUR,SRC_84
100404,2024-01-02,,P99999,1,null,USD,SRC_55
100405,2023/03/02,C000378,P99999,-1,null,USD,SRC_45
100406,30/08/2022,,P00855,1,null,EUR,SRC_144
100407,2022/12/29,,P99999,4,null,EUR,SRC_217
100408,09-03-2022,,P00608,-1,919,PLN,SRC_194
100409,14-07-2024,C011632,P99999,-1,1039,EUR,SRC_150
100410,2024/01/04,,P99999,-1,"260 71,52",EUR,SRC_119
100411,2024.04.26,C005523,P99999,5,698,USD,SRC_117
100412,2022.01.06,,P99999,-1,"1284 45,05",EUR,SRC_177
100413,March 24 2024,,P99999,2,1486,PLN,SRC_107
100414,October 19 2022,C005410,P01289,1,"389 42,22",PLN,SRC_144
100415,26/01/2022,,P99999,-1,518,USD,SRC_25
100416,25-08-2023,,P99999,-1,null,EUR,SRC_71
100417,28-01-2024,C009802,P99999,2,null,USD,SRC_161
100418,May 17 2022,,P99999,-1,1485,USD,SRC_174
100419,2023-10-21,C002125,P01170,1,1197,PLN,SRC_197
100420,2022-05-10,,P99999,2,null,USD,SRC_25
100421,2022.04.21,C010968,P99999,-1,1360,USD,SRC_247
100422,2023-07-06,,P99999,3,null,USD,SRC_70
100423,2022-12-11,,P00613,-1,null,EUR,SRC_83
100424,10-07-2023,,P99999,-1,784,PLN,SRC_86
100425,05-09-2022,,P99999,-1,1206,USD,SRC_232
100426,2022/03/02,C006585,P99999,-1,"250 27,97",PLN,SRC_210
100427,22-06-2023,,P99999,-1,null,PLN,SRC_178
100428,18-04-2024,C010147,P99999,5,null,EUR,SRC_154
100429,February 28 2022,,P01320,-1,null,PLN,SRC_91
100430,2022/06/07,C002252,P99999,-1,"1215 14,42",USD,SRC_67
100431,20/06/2023,,P99999,2,null,USD,SRC_69
100432,24/06/2022,,P99999,1,null,USD,SRC_219
100433,2022-06-29,C011810,P99999,-1,"1389 20,26",EUR,SRC_61
100434,2022.12.07,,P00905,4,null,EUR,SRC_62
100435,2023/05/19,,P01262,5,null,PLN,SRC_213
