customer_id,customer_name,country,signup_date,source_system
C000149,Customer_149,,2023-03-18,SRC_143
C000150,Customer_150,United Kingdom,May 13 2019,SRC_35
C000151,Customer_151,France,16-12-2023,SRC_153
C000152,Customer_152,Germany,18-12-2022,SRC_209
C000153,Customer_153,,14-10-2022,SRC_115
C000154,Customer_154,UK,April 29 2023,SRC_67
C000155,Customer_155,United Kingdom,09-02-2021,SRC_125
C000156,Customer_156,United Kingdom,January 29 2021,SRC_20
C000157,Customer_157,DE,2020.08.18,SRC_86
C000158,Customer_158,Germany,27/11/2018,SRC_39
C000159,Customer_159,United Kingdom,2022/04/18,SRC_40
C000160,Customer_160,United Kingdom,September 21 2018,SRC_105
C000161,Customer_161,Germany,March 24 2023,SRC_16
C000162,Customer_162,United Kingdom,September 17 2022,SRC_232
C000163,Customer_163,,22-03-2018,SRC_98
C000164,Customer_164,France,2018.01.25,SRC_77
C000165,Customer_165,FR,13-09-2022,SRC_192
C000166,Customer_166,,June 22 2020,SRC_57
C000167,Customer_167,DE,November 21 2022,SRC_8
C000168,Customer_168,FR,2021/10/08,SRC_174
C000169,Customer_169,FR,November 08 2019,SRC_236
C000170,Customer_170,UK,2023-12-28,SRC_233
C000171,Customer_171,FR,2018-04-22,SRC_165
C000172,Customer_172,FR,July 10 2019,SRC_47
C000173,Customer_173,PL,December 01 2020,SRC_84
C000174,Customer_174,United Kingdom,2023.02.06,SRC_87
C000175,Customer_175,FR,February 13 2021,SRC_65
C000176,Customer_176,Polska,2023-04-11,SRC_192
C000177,Customer_177,,2018.08.02,SRC_58
C000178,Customer_178,Polska,2018-06-14,SRC_244
C000179,Customer_179,United Kingdom,2020-03-27,SRC_160
C000180,Customer_180,UK,04/09/2020,SRC_122
C000181,Customer_181,Polska,June 11 2020,SRC_180
C000182,Customer_182,DE,19/02/2022,SRC_156
C000183,Customer_183,,15/04/2019,SRC_247
C000184,Customer_184,DE,19-03-2019,SRC_7
C000185,Customer_185,DE,March 18 2022,SRC_242
C000186,Customer_186,United Kingdom,08-11-2018,SRC_177
C000187,Customer_187,United Kingdom,2019/02/22,SRC_198
C000188,Customer_188,DE,11-05-2019,SRC_201
C000189,Customer_189,PL,23-11-2021,SRC_110
C000190,Customer_190,Germany,10-10-2018,SRC_166
C000191,Customer_191,Germany,February 21 2018,SRC_211
C000192,Customer_192,France,March 09 2019,SRC_246
C000193,Customer_193,Germany,2023/02/27,SRC_40
C000194,Customer_194,FR,2019/12/23,SRC_134
C000195,Customer_195,DE,June 04 2023,SRC_112
C000196,Customer_196,,2021.01.04,SRC_219
C000197,Customer_197,United Kingdom,2018.12.21,SRC_226
C000198,Customer_198,France,September 25 2020,SRC_146
C000199,Customer_199,,2022.04.02,SRC_8
C000200,Customer_200,France,24/08/2021,SRC_125
C000201,Customer_201,United Kingdom,2021.12.24,SRC_88
C000202,Customer_202,DE,05-02-2021,SRC_3
C000203,Customer_203,,2020-02-22,SRC_62
C000204,Customer_204,FR,25-06-2023,SRC_195
C000205,Customer_205,United Kingdom,2023/05/05,SRC_183
C000206,Customer_206,France,2023-01-10,SRC_24
C000207,Customer_207,DE,June 26 2020,SRC_178
C000208,Customer_208,United Kingdom,2021/06/08,SRC_149
C000209,Customer_209,Germany,23-04-2023,SRC_136
C000210,Customer_210,Germany,2022/10/09,SRC_141
C000211,Customer_211,Germany,2021/12/12,SRC_117
C000212,Customer_212,DE,2021.06.09,SRC_60
C000213,Customer_213,Polska,2020.02.28,SRC_31
C000214,Customer_214,,29/01/2020,SRC_56
C000215,Customer_215,France,2021/02/06,SRC_151
C000216,Customer_216,,2021-03-05,SRC_214
C000217,Customer_217,United Kingdom,28/04/2021,SRC_93
C000218,Customer_218,UK,2021-05-23,SRC_182
C000219,Customer_219,,2019.06.03,SRC_12
C000220,Customer_220,PL,2021/04/11,SRC_242
C000221,Customer_221,UK,2023-07-04,SRC_224
C000222,Customer_222,PL,March 10 2021,SRC_123
C000223,Customer_223,France,27/10/2021,SRC_248
C000224,Customer_224,PL,October 31 2020,SRC_30
C000225,Customer_225,Polska,June 30 2022,SRC_19
C000226,Customer_226,,08/08/2018,SRC_39
C000227,Customer_227,,2021-05-29,SRC_64
C000228,Customer_228,Polska,01-09-2022,SRC_153
C000229,Customer_229,,13-07-2020,SRC_98
C000230,Customer_230,France,2022.12.19,SRC_221
C000231,Customer_231,,2022.10.23,SRC_146
C000232,Customer_232,,04-09-2018,SRC_246
C000233,Customer_233,Polska,2020/05/01,SRC_55
C000234,Customer_234,DE,29/11/2018,SRC_62
C000235,Customer_235,UK,04/11/2018,SRC_1
C000236,Customer_236,FR,2023/01/20,SRC_153
C000237,Customer_237,France,2021-04-07,SRC_60
C000238,Customer_238,DE,2021/03/04,SRC_221
C000239,Customer_239,France,2018/10/19,SRC_60
C000240,Customer_240,DE,March 21 2020,SRC_30
C000241,Customer_241,,2020/07/09,SRC_39
C000242,Customer_242,DE,2019-08-06,SRC_16
C000243,Customer_243,UK,13-06-2021,SRC_192
C000244,Customer_244,,March 28 2021,SRC_32
C000245,Customer_245,France,2021/05/30,SRC_104
C000246,Customer_246,DE,12-08-2023,SRC_127
C000247,Customer_247,France,26-11-2018,SRC_11
C000248,Customer_248,FR,13-08-2021,SRC_65
C000249,Customer_249,PL,10/01/2019,SRC_247
C000250,Customer_250,,2018/03/26,SRC_211
C000251,Customer_251,DE,14/06/2018,SRC_121
C000252,Customer_252,,2022.12.17,SRC_47
C000253,Customer_253,,2022/11/21,SRC_209
C000254,Customer_254,France,January 09 2019,SRC_90
C000255,Customer_255,FR,2021.09.27,SRC_172
C000256,Customer_256,Polska,2019.10.21,SRC_106
C000257,Customer_257,France,2021/03/26,SRC_242
C000258,Customer_258,FR,May 31 2018,SRC_23
C000259,Customer_259,Germany,2020.10.30,SRC_30
C000260,Customer_260,FR,2023-10-09,SRC_169
C000261,Customer_261,,March 08 2023,SRC_14
C000262,Customer_262,United Kingdom,2023.10.25,SRC_160
C000263,Customer_263,France,2022-12-16,SRC_53
C000264,Customer_264,DE,2019.06.21,SRC_113
C000265,Customer_265,France,2019-05-13,SRC_250
C000266,Customer_266,,2020/09/07,SRC_41
C000267,Customer_267,DE,26-02-2018,SRC_105
C000268,Customer_268,Polska,2020-07-09,SRC_119
C000269,Customer_269,Polska,September 23 2019,SRC_239
C000270,Customer_270,DE,2023/09/16,SRC_70
C000271,Customer_271,FR,May 31 2023,SRC_63
C000272,Customer_272,France,August 16 2019,SRC_49
C000273,Customer_273,,2023/09/13,SRC_226
C000274,Customer_274,UK,2018.10.13,SRC_198
C000275,Customer_275,FR,24-10-2021,SRC_69
C000276,Customer_276,PL,2021/03/04,SRC_77
C000277,Customer_277,,29/06/2023,SRC_115
C000278,Customer_278,,2023.06.07,SRC_86
C000279,Customer_279,,March 26 2022,SRC_239
C000280,Customer_280,Germany,2020/02/12,SRC_62
C000281,Customer_281,,18/04/2022,SRC_220
C000282,Customer_282,FR,2018.06.28,SRC_191
C000283,Customer_283,France,April 11 2022,SRC_170
C000284,Customer_284,UK,2023-07-22,SRC_33
C000285,Customer_285,,2021-09-21,SRC_224
C000286,Customer_286,France,13-02-2019,SRC_234
C000287,Customer_287,France,2018/03/04,SRC_37
C000288,Customer_288,FR,2019-09-25,SRC_121
C000289,Customer_289,DE,18-10-2021,SRC_178
C000290,Customer_290,FR,2018.11.25,SRC_219
C000291,Customer_291,,2022.04.06,SRC_161
C000292,Customer_292,France,28-05-2018,SRC_18
C000293,Customer_293,United Kingdom,23/03/2021,SRC_192
C000294,Customer_294,Polska,2022-11-13,SRC_195
C000295,Customer_295,Polska,23/12/2022,SRC_178
C000296,Customer_296,DE,2018-04-29,SRC_84
C000297,Customer_297,PL,2021.04.16,SRC_96
C000298,Customer_298,FR,20/08/2019,SRC_136
C000299,Customer_299,FR,08/01/2020,SRC_45
C000300,Customer_300,Polska,16-04-2022,SRC_175
C000301,Customer_301,United Kingdom,01-08-2023,SRC_37
C000302,Customer_302,United Kingdom,2023/03/04,SRC_66
C000303,Customer_303,France,2020/11/11,SRC_3
C000304,Customer_304,France,2021/03/24,SRC_140
C000305,Customer_305,UK,October 30 2018,SRC_242
C000306,Customer_306,Germany,2021/05/10,SRC_247
C000307,Customer_307,FR,October 21 2020,SRC_217
C000308,Customer_308,DE,March 26 2020,SRC_219
C000309,Customer_309,France,13/03/2019,SRC_98
C000310,Customer_310,,10-01-2022,SRC_76
C000311,Customer_311,DE,2018/03/31,SRC_102
C000312,Customer_312,DE,03-02-2018,SRC_222
C000313,Customer_313,PL,2023.07.28,SRC_199
C000314,Customer_314,United Kingdom,14/12/2021,SRC_163
C000315,Customer_315,United Kingdom,2020/10/23,SRC_194
C000316,Customer_316,UK,2019/02/02,SRC_166
C000317,Customer_317,PL,June 19 2021,SRC_9
C000318,Customer_318,,2022/02/03,SRC_34
C000319,Customer_319,Polska,2021.04.23,SRC_192
C000320,Customer_320,FR,21/12/2019,SRC_34
C000321,Customer_321,,07-02-2022,SRC_129
C000322,Customer_322,DE,2019.11.05,SRC_234
C000323,Customer_323,France,2021/04/23,SRC_223
C000324,Customer_324,Germany,April 17 2019,SRC_247
C000325,Customer_325,Polska,31/07/2019,SRC_221
C000326,Customer_326,FR,2022-02-07,SRC_203
C000327,Customer_327,FR,2018.02.27,SRC_138
C000328,Customer_328,Polska,2023.02.06,SRC_173
C000329,Customer_329,DE,2022/04/10,SRC_241
C000330,Customer_330,Germany,2019/03/20,SRC_60
C000331,Customer_331,France,13-04-2018,SRC_227
C000332,Customer_332,,05-09-2021,SRC_57
C000333,Customer_333,Polska,2023/03/17,SRC_78
C000334,Customer_334,FR,23/04/2019,SRC_12
C000335,Customer_335,PL,May 31 2021,SRC_30
C000336,Customer_336,Polska,19-08-2020,SRC_35
C000337,Customer_337,FR,2023.02.02,SRC_172
C000338,Customer_338,,13-09-2022,SRC_191
C000339,Customer_339,UK,2022/08/27,SRC_26
C000340,Customer_340,France,2022.07.30,SRC_9
C000341,Customer_341,Germany,June 08 2020,SRC_114
C000342,Customer_342,United Kingdom,2022-01-25,SRC_176
C000343,Customer_343,Germany,2022-01-09,SRC_102
C000344,Customer_344,DE,2020-02-17,SRC_243
C000345,Customer_345,France,2019/01/11,SRC_55
C000346,Customer_346,,2018-03-29,SRC_202
C000347,Customer_347,Germany,24/09/2020,SRC_202
C000348,Customer_348,,2020-04-20,SRC_213
C000349,Customer_349,,28-04-2020,SRC_56
C000350,Customer_350,United Kingdom,07/09/2021,SRC_202
C000351,Customer_351,,2018.01.12,SRC_220
C000352,Customer_352,UK,17-06-2019,SRC_65
C000353,Customer_353,UK,2019/03/27,SRC_222
C000354,Customer_354,PL,2019-06-24,SRC_92
C000355,Customer_355,United Kingdom,2021-08-19,SRC_45
C000356,Customer_356,DE,03/08/2018,SRC_190
C000357,Customer_357,FR,2023-11-25,SRC_191
C000358,Customer_358,Polska,May 05 2023,SRC_200
C000359,Customer_359,Germany,04-10-2023,SRC_28
C000360,Customer_360,France,26/08/2023,SRC_243
C000361,Customer_361,,2018/06/27,SRC_201
C000362,Customer_362,,May 20 2021,SRC_165
C000363,Customer_363,PL,September 07 2018,SRC_217
C000364,Customer_364,FR,2022/10/13,SRC_28
C000365,Customer_365,France,2022-12-22,SRC_231
C000366,Customer_366,Polska,12-08-2021,SRC_38
C000367,Customer_367,Polska,2019.06.01,SRC_160
C000368,Customer_368,,August 24 2021,SRC_153
C000369,Customer_369,,April 22 2021,SRC_130
C000370,Customer_370,,2022-10-29,SRC_204
C000371,Customer_371,Polska,May 30 2020,SRC_116
C000372,Customer_372,United Kingdom,2022.08.22,SRC_212
C000373,Customer_373,France,June 22 2022,SRC_187
C000374,Customer_374,Polska,July 04 2021,SRC_81
C000375,Customer_375,DE,14/03/2022,SRC_176
C000376,Customer_376,France,2018-10-02,SRC_213
C000377,Customer_377,Polska,January 17 2019,SRC_25
C000378,Customer_378,Germany,17-06-2019,SRC_16
C000379,Customer_379,,2021/09/12,SRC_32
C000380,Customer_380,FR,2021/12/19,SRC_241
C000381,Customer_381,FR,2018.07.30,SRC_154
C000382,Customer_382,DE,2021-12-11,SRC_148
C000383,Customer_383,,21/05/2020,SRC_169
C000384,Customer_384,France,2020-07-07,SRC_90
C000385,Customer_385,,2022-02-14,SRC_196
C000386,Customer_386,DE,July 15 2020,SRC_217
C000387,Customer_387,,18-04-2018,SRC_238
C000388,Customer_388,DE,29/04/2018,SRC_70
C000389,Customer_389,DE,2021.10.23,SRC_2
C000390,Customer_390,UK,10-08-2019,SRC_169
C000391,Customer_391,FR,13/10/2018,SRC_190
C000392,Customer_392,PL,2019/01/11,SRC_136
C000393,Customer_393,United Kingdom,March 21 2022,SRC_117
C000394,Customer_394,Germany,2019.10.07,SRC_80
C000395,Customer_395,Germany,2018-12-14,SRC_40
C000396,Customer_396,UK,2018/07/23,SRC_21
C000397,Customer_397,DE,2022/12/20,SRC_109
C000398,Customer_398,France,December 16 2022,SRC_70
C000399,Customer_399,United Kingdom,2023-09-30,SRC_89
C000400,Customer_400,FR,2019.03.31,SRC_174
C000401,Customer_401,,17-06-2023,SRC_171
C000402,Customer_402,DE,06/07/2018,SRC_102
C000403,Customer_403,,2018-08-13,SRC_53
C000404,Customer_404,DE,15/05/2020,SRC_196
C000405,Customer_405,DE,2021.03.31,SRC_31
C000406,Customer_406,PL,2023/07/31,SRC_111
C000407,Customer_407,UK,June 14 2019,SRC_137
C000408,Customer_408,United Kingdom,12-08-2023,SRC_214
C000409,Customer_409,Germany,October 23 2018,SRC_221
C000410,Customer_410,PL,2022-11-22,SRC_118
C000411,Customer_411,Polska,06-07-2021,SRC_110
C000412,Customer_412,,2022/07/15,SRC_164
C000413,Customer_413,FR,2021-03-31,SRC_104
C000414,Customer_414,PL,23/08/2021,SRC_206
C000415,Customer_415,,2023/02/28,SRC_236
C000416,Customer_416,Germany,December 27 2018,SRC_217
C000417,Customer_417,Polska,September 23 2020,SRC_151
C000418,Customer_418,FR,2023-11-17,SRC_102
C000419,Customer_419,DE,22/10/2021,SRC_86
C000420,Customer_420,UK,09-11-2018,SRC_163
C000421,Customer_421,Polska,14-12-2023,SRC_50
C000422,Customer_422,Germany,2021/12/09,SRC_246
C000423,Customer_423,UK,2020-08-25,SRC_38
C000424,Customer_424,DE,19/03/2020,SRC_155
C000425,Customer_425,UK,05/11/2018,SRC_244
C000426,Customer_426,France,16-03-2023,SRC_195
C000427,Customer_427,,2023/01/13,SRC_237
C000428,Customer_428,,2021/08/16,SRC_81
C000429,Customer_429,UK,2022-12-07,SRC_121
C000430,Customer_430,France,2021.05.25,SRC_152
C000431,Customer_431,PL,12-12-2021,SRC_19
C000432,Customer_432,DE,March 07 2023,SRC_10
C000433,Customer_433,PL,2022.02.19,SRC_20
C000434,Customer_434,Polska,September 08 2023,SRC_119
C000435,Customer_435,,June 18 2018,SRC_233
C000436,Customer_436,,2020.02.11,SRC_155
C000437,Customer_437,France,16/08/2023,SRC_246
C000438,Customer_438,PL,2023-01-20,SRC_208
C000439,Customer_439,Germany,12-12-2018,SRC_166
C000440,Customer_440,UK,10/06/2018,SRC_182
C000441,Customer_441,France,05-12-2022,SRC_134
C000442,Customer_442,,2019.10.13,SRC_96
C000443,Customer_443,DE,May 06 2022,SRC_199
C000444,Customer_444,Germany,2018/08/03,SRC_166
C000445,Customer_445,Germany,2018.09.27,SRC_25
C000446,Customer_446,,2022.05.03,SRC_65
C000447,Customer_447,,2019.09.08,SRC_21
C000448,Customer_448,,2019.08.03,SRC_80
C000449,Customer_449,FR,13-06-2019,SRC_182
C000450,Customer_450,Polska,22-06-2021,SRC_97
C000451,Customer_451,Germany,2019/06/08,SRC_180
C000452,Customer_452,,2019/01/18,SRC_172
C000453,Customer_453,FR,2023.09.14,SRC_5
C000454,Customer_454,Germany,19/06/2021,SRC_244
C000455,Customer_455,United Kingdom,October 31 2021,SRC_50
C000456,Customer_456,United Kingdom,18/07/2019,SRC_20
C000457,Customer_457,DE,19-02-2019,SRC_198
C000458,Customer_458,,2023-11-27,SRC_170
C000459,Customer_459,Germany,21-06-2019,SRC_97
C000460,Customer_460,UK,27/10/2019,SRC_213
C000461,Customer_461,,2019/11/10,SRC_113
C000462,Customer_462,PL,2022.08.10,SRC_174
C000463,Customer_463,United Kingdom,25-12-2022,SRC_73
C000464,Customer_464,France,16-08-2020,SRC_62
C000465,Customer_465,DE,06/04/2023,SRC_95
C000466,Customer_466,,December 10 2022,SRC_197
C000467,Customer_467,DE,14-04-2022,SRC_136
C000468,Customer_468,FR,26/10/2019,SRC_206
C000469,Customer_469,,2019.07.21,SRC_14
C000470,Customer_470,France,01-03-2022,SRC_240
C000471,Customer_471,Polska,2023-10-15,SRC_73
C000472,Customer_472,Polska,2019.10.19,SRC_116
C000473,Customer_473,,August 27 2019,SRC_24
C000474,Customer_474,United Kingdom,2023.01.22,SRC_239
C000475,Customer_475,PL,2022-08-27,SRC_102
C000476,Customer_476,,12/03/2022,SRC_99
C000477,Customer_477,Polska,16/03/2022,SRC_8
C000478,Customer_478,Germany,2019/02/10,SRC_167
C000479,Customer_479,Germany,22/08/2019,SRC_10
C000480,Customer_480,DE,2023/04/20,SRC_213
C000481,Customer_481,UK,April 06 2023,SRC_158
C000482,Customer_482,PL,2018-11-21,SRC_66
C000483,Customer_483,United Kingdom,05-09-2019,SRC_241
C000484,Customer_484,,December 02 2023,SRC_29
C000485,Customer_485,DE,2020.08.31,SRC_32
C000486,Customer_486,PL,September 03 2020,SRC_164
C000487,Customer_487,,2023-02-16,SRC_29
C000488,Customer_488,France,2018/03/09,SRC_132
C000489,Customer_489,,2020/09/17,SRC_37
C000490,Customer_490,DE,2022-10-25,SRC_158
C000491,Customer_491,Germany,12-09-2020,SRC_107
C000492,Customer_492,UK,17-12-2018,SRC_250
C000493,Customer_493,Germany,05-10-2018,SRC_140
C000494,Customer_494,,11-09-2023,SRC_6
C000495,Customer_495,FR,2023-04-10,SRC_163
C000496,Customer_496,FR,2022.03.10,SRC_192
C000497,Customer_497,PL,2022-01-02,SRC_89
C000498,Customer_498,United Kingdom,01-03-2019,SRC_189
C000499,Customer_499,Germany,2019-07-01,SRC_91
C000500,Customer_500,,2021/10/18,SRC_45
C000501,Customer_501,France,2023/05/15,SRC_47
C000502,Customer_502,UK,2018/09/16,SRC_199
C000503,Customer_503,France,2018.06.01,SRC_52
C000504,Customer_504,PL,2020-03-28,SRC_81
C000505,Customer_505,DE,October 13 2023,SRC_209
C000506,Customer_506,,2023.04.24,SRC_10
C000507,Customer_507,United Kingdom,2021.03.17,SRC_221
C000508,Customer_508,PL,2021.09.21,SRC_32
C000509,Customer_509,Germany,November 25 2022,SRC_191
C000510,Customer_510,France,2022.05.03,SRC_250
C000511,Customer_511,UK,2023/07/26,SRC_128
C000512,Customer_512,Germany,2023.10.28,SRC_206
C000513,Customer_513,Polska,2022-10-05,SRC_111
C000514,Customer_514,,10-01-2020,SRC_76
C000515,Customer_515,Germany,2019-02-25,SRC_84
C000516,Customer_516,DE,June 09 2021,SRC_155
C000517,Customer_517,FR,2019/11/14,SRC_114
C000518,Customer_518,Germany,2023-01-06,SRC_187
C000519,Customer_519,Germany,2022.11.17,SRC_164
C000520,Customer_520,PL,2018/11/04,SRC_164
C000521,Customer_521,FR,28-01-2022,SRC_206
C000522,Customer_522,UK,08/05/2018,SRC_218
C000523,Customer_523,,2022-11-30,SRC_33
C000524,Customer_524,Polska,2020/08/24,SRC_94
C000525,Customer_525,Germany,18-04-2022,SRC_9
C000526,Customer_526,,2019/09/21,SRC_116
C000527,Customer_527,Germany,March 04 2022,SRC_196
C000528,Customer_528,Polska,18-07-2019,SRC_94
C000529,Customer_529,FR,2021/07/11,SRC_72
C000530,Customer_530,United Kingdom,2019-04-10,SRC_189
C000531,Customer_531,UK,07-08-2023,SRC_100
C000532,Customer_532,,2019.04.28,SRC_199
C000533,Customer_533,DE,02/01/2023,SRC_157
